smiles,iupac_name,common_name,t3db_id,cas,toxicity_class,toxicity_score,is_toxic,ld50_mg_kg,logp,mol_weight,source
Clc1cc(Cl)cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1,"1,2,3,4-tetrachloro-5-(3,5-dichlorophenyl)benzene","2,3,3',4,5,5'-Hexachlorobiphenyl",T3D0548,39635-35-3,harmful,2,1,,7.244739236,360.878,t3db_local
Clc1cccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,"1,2,3,4,5-pentachloro-6-(3-chlorophenyl)benzene","2,3,3',4,5,6-Hexachlorobiphenyl",T3D0549,41411-62-5,harmful,2,1,,7.244739236,360.878,t3db_local
Clc1cc(Cl)cc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c1,"1,2,3,5-tetrachloro-4-(3,5-dichlorophenyl)benzene","2,3,3',4,5',6-Hexachlorobiphenyl",T3D0550,74472-43-8,harmful,2,1,,7.244739236,360.878,t3db_local
Clc1cc(Cl)c(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2)c1,"1,2,5-trichloro-3-(3,4,5-trichlorophenyl)benzene","2,3,3',4',5,5'-Hexachlorobiphenyl",T3D0551,39635-34-2,harmful,2,1,,7.244739236,360.878,t3db_local
Clc1ccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)cc1Cl,"1,2,4,5-tetrachloro-3-(3,4-dichlorophenyl)benzene","2,3,3',4',5,6-Hexachlorobiphenyl",T3D0552,74472-44-9,harmful,2,1,,7.244739236,360.878,t3db_local
Clc1cc(-c2c(Cl)ccc(Cl)c2Cl)cc(Cl)c1Cl,"1,2,4-trichloro-3-(3,4,5-trichlorophenyl)benzene","2,3,3',4',5',6-Hexachlorobiphenyl",T3D0553,74472-45-0,harmful,2,1,,7.244739236,360.878,t3db_local
Clc1cc(Cl)cc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1,"1,2,4,5-tetrachloro-3-(3,5-dichlorophenyl)benzene","2,3,3',5,5',6-Hexachlorobiphenyl",T3D0554,74472-46-1,harmful,2,1,,7.244739236,360.878,t3db_local
Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1,"1,2,3,4,5-pentachloro-6-(4-chlorophenyl)benzene","2,3,4,4',5,6-Hexachlorobiphenyl",T3D0555,41411-63-6,harmful,2,1,,7.244739236,360.878,t3db_local
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2)cc1Cl,"1,2,4-trichloro-5-(3,4,5-trichlorophenyl)benzene","2,3',4,4',5,5'-Hexachlorobiphenyl",T3D0556,52663-72-6,harmful,2,1,,7.244739236,360.878,t3db_local
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2)c(Cl)c1,"1,3,5-trichloro-2-(3,4,5-trichlorophenyl)benzene","2,3',4,4',5',6-Hexachlorobiphenyl",T3D0557,59291-65-5,harmful,2,1,,7.244739236,360.878,t3db_local
Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2)cc(Cl)c1Cl,"1,2,3-trichloro-5-(3,4,5-trichlorophenyl)benzene","3,3',4,4',5,5'-Hexachlorobiphenyl",T3D0558,32774-16-6,harmful,2,1,,7.244739236,360.878,t3db_local
Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,"1,2,3,4-tetrachloro-5-(2,3,4-trichlorophenyl)benzene","2,2',3,3',4,4',5-Heptachlorobiphenyl",T3D0559,35065-30-6,harmful,2,1,,7.848783912333333,395.323,t3db_local
Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,"1,2,3,5-tetrachloro-4-(2,3,4-trichlorophenyl)benzene","2,2',3,3',4,4',6-Heptachlorobiphenyl",T3D0560,52663-71-5,harmful,2,1,,7.848783912333333,395.323,t3db_local
Clc1cc(Cl)c(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1,"1,2,3,4-tetrachloro-5-(2,3,5-trichlorophenyl)benzene","2,2',3,3',4,5,5'-Heptachlorobiphenyl",T3D0561,52663-74-8,harmful,2,1,,7.848783912333333,395.323,t3db_local
Clc1cccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1Cl,"1,2,3,4,5-pentachloro-6-(2,3-dichlorophenyl)benzene","2,2',3,3',4,5,6-Heptachlorobiphenyl",T3D0562,68194-16-1,harmful,2,1,,7.848783912333333,395.323,t3db_local
Clc1cc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c(Cl)c1Cl,"1,2,3,4-tetrachloro-5-(2,3,6-trichlorophenyl)benzene","2,2',3,3',4,5,6'-Heptachlorobiphenyl",T3D0563,38411-25-5,harmful,2,1,,7.848783912333333,395.323,t3db_local
Clc1cc(Cl)c(Cl)c(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c1,"1,2,3,5-tetrachloro-4-(2,3,5-trichlorophenyl)benzene","2,2',3,3',4,5',6-Heptachlorobiphenyl",T3D0564,40186-70-7,harmful,2,1,,7.848783912333333,395.323,t3db_local
Clc1cc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1Cl,"1,2,3,5-tetrachloro-4-(2,3,6-trichlorophenyl)benzene","2,2',3,3',4,6,6'-Heptachlorobiphenyl",T3D0565,52663-65-7,harmful,2,1,,7.848783912333333,395.323,t3db_local
Clc1ccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c1Cl,"1,2,4,5-tetrachloro-3-(2,3,4-trichlorophenyl)benzene","2,2',3,3',4,5',6'-Heptachlorobiphenyl",T3D0566,52663-70-4,harmful,2,1,,7.848783912333333,395.323,t3db_local
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1,"1,2,4,5-tetrachloro-3-(2,3,5-trichlorophenyl)benzene","2,2',3,3',5,5',6-Heptachlorobiphenyl",T3D0567,52663-67-9,harmful,2,1,,7.848783912333333,395.323,t3db_local
Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,"1,2,4,5-tetrachloro-3-(2,3,6-trichlorophenyl)benzene","2,2',3,3',5,6,6'-Heptachlorobiphenyl",T3D0568,52663-64-6,harmful,2,1,,7.848783912333333,395.323,t3db_local
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,"1,2,3,4-tetrachloro-5-(2,4,5-trichlorophenyl)benzene","2,2',3,4,4',5,5'-Heptachlorobiphenyl",T3D0569,35065-29-3,harmful,2,1,,7.848783912333333,395.323,t3db_local
Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,"1,2,3,4,5-pentachloro-6-(2,4-dichlorophenyl)benzene","2,2',3,4,4',5,6-Heptachlorobiphenyl",T3D0570,74472-47-2,harmful,2,1,,7.848783912333333,395.323,t3db_local
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,"1,2,3,4-tetrachloro-5-(2,4,6-trichlorophenyl)benzene","2,2',3,4,4',5,6'-Heptachlorobiphenyl",T3D0571,60145-23-5,harmful,2,1,,7.848783912333333,395.323,t3db_local
Clc1cc(Cl)c(-c2c(Cl)cc(Cl)c(Cl)c2Cl)cc1Cl,"1,2,3,5-tetrachloro-4-(2,4,5-trichlorophenyl)benzene","2,2',3,4,4',5',6-Heptachlorobiphenyl",T3D0572,52663-69-1,harmful,2,1,,7.848783912333333,395.323,t3db_local
Clc1cc(Cl)c(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1,"1,2,3,5-tetrachloro-4-(2,4,6-trichlorophenyl)benzene","2,2',3,4,4',6,6'-Heptachlorobiphenyl",T3D0573,74472-48-3,harmful,2,1,,7.848783912333333,395.323,t3db_local
Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,"1,2,3,4,5-pentachloro-6-(2,5-dichlorophenyl)benzene","2,2',3,4,5,5',6-Heptachlorobiphenyl",T3D0574,52712-05-7,harmful,2,1,,7.848783912333333,395.323,t3db_local
Clc1cccc(Cl)c1-c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,"1,2,3,4,5-pentachloro-6-(2,6-dichlorophenyl)benzene","2,2',3,4,5,6,6'-Heptachlorobiphenyl",T3D0575,74472-49-4,harmful,2,1,,7.848783912333333,395.323,t3db_local
Clc1cc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)cc1Cl,"1,2,4,5-tetrachloro-3-(2,4,5-trichlorophenyl)benzene","2,2',3,4',5,5',6-Heptachlorobiphenyl",T3D0576,52663-68-0,harmful,2,1,,7.848783912333333,395.323,t3db_local
Clc1cc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c1,"1,2,4,5-tetrachloro-3-(2,4,6-trichlorophenyl)benzene","2,2',3,4',5,6,6'-Heptachlorobiphenyl",T3D0577,74487-85-7,harmful,2,1,,7.848783912333333,395.323,t3db_local
Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc(Cl)c1Cl,"1,2,3,4-tetrachloro-5-(3,4,5-trichlorophenyl)benzene","2,3,3',4,4',5,5'-Heptachlorobiphenyl",T3D0578,39635-31-9,harmful,2,1,,7.848783912333333,395.323,t3db_local
Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,"1,2,3,4,5-pentachloro-6-(3,4-dichlorophenyl)benzene","2,3,3',4,4',5,6-Heptachlorobiphenyl",T3D0579,41411-64-7,harmful,2,1,,7.848783912333333,395.323,t3db_local
Clc1cc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)cc(Cl)c1Cl,"1,2,3,5-tetrachloro-4-(3,4,5-trichlorophenyl)benzene","2,3,3',4,4',5',6-Heptachlorobiphenyl",T3D0580,74472-50-7,harmful,2,1,,7.848783912333333,395.323,t3db_local
Clc1cc(Cl)cc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,"1,2,3,4,5-pentachloro-6-(3,5-dichlorophenyl)benzene","2,3,3',4,5,5',6-Heptachlorobiphenyl",T3D0581,74472-51-8,harmful,2,1,,7.848783912333333,395.323,t3db_local
Clc1cc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)cc(Cl)c1Cl,"1,2,4,5-tetrachloro-3-(3,4,5-trichlorophenyl)benzene","2,3,3',4',5,5',6-Heptachlorobiphenyl",T3D0582,69782-91-8,harmful,2,1,,7.848783912333333,395.323,t3db_local
Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,"1,2,3,4-tetrachloro-5-(2,3,4,5-tetrachlorophenyl)benzene","2,2',3,3',4,4',5,5'-Octachlorobiphenyl",T3D0583,35694-08-7,harmful,2,1,,8.452828588666666,429.768,t3db_local
Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,"1,2,3,4,5-pentachloro-6-(2,3,4-trichlorophenyl)benzene","2,2',3,3',4,4',5,6-Octachlorobiphenyl",T3D0584,52663-78-2,harmful,2,1,,8.452828588666666,429.768,t3db_local
Clc1cc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,"1,2,3,5-tetrachloro-4-(2,3,4,5-tetrachlorophenyl)benzene","2,2',3,3',4,4',5,6'-Octachlorobiphenyl",T3D0585,42740-50-1,harmful,2,1,,8.452828588666666,429.768,t3db_local
Clc1cc(Cl)c(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,"1,2,3,5-tetrachloro-4-(2,3,4,6-tetrachlorophenyl)benzene","2,2',3,3',4,4',6,6'-Octachlorobiphenyl",T3D0586,33091-17-7,harmful,2,1,,8.452828588666666,429.768,t3db_local
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,"1,2,3,4,5-pentachloro-6-(2,3,5-trichlorophenyl)benzene","2,2',3,3',4,5,5',6-Octachlorobiphenyl",T3D0587,68194-17-2,harmful,2,1,,8.452828588666666,429.768,t3db_local
Clc1cc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c(Cl)c1Cl,"1,2,3,4-tetrachloro-5-(2,3,5,6-tetrachlorophenyl)benzene","2,2',3,3',4,5,5',6'-Octachlorobiphenyl",T3D0588,52663-75-9,harmful,2,1,,8.452828588666666,429.768,t3db_local
Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1Cl,"1,2,3,4,5-pentachloro-6-(2,3,6-trichlorophenyl)benzene","2,2',3,3',4,5,6,6'-Octachlorobiphenyl",T3D0589,52663-73-7,harmful,2,1,,8.452828588666666,429.768,t3db_local
Clc1cc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c1Cl,"1,2,3,5-tetrachloro-4-(2,3,5,6-tetrachlorophenyl)benzene","2,2',3,3',4,5',6,6'-Octachlorobiphenyl",T3D0590,40186-71-8,harmful,2,1,,8.452828588666666,429.768,t3db_local
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,"1,2,4,5-tetrachloro-3-(2,3,5,6-tetrachlorophenyl)benzene","2,2',3,3',5,5',6,6'-Octachlorobiphenyl",T3D0591,2136-99-4,harmful,2,1,,8.452828588666666,429.768,t3db_local
Clc1cc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,"1,2,3,4,5-pentachloro-6-(2,4,5-trichlorophenyl)benzene","2,2',3,4,4',5,5',6-Octachlorobiphenyl",T3D0592,52663-76-0,harmful,2,1,,8.452828588666666,429.768,t3db_local
Clc1cc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,"1,2,3,4,5-pentachloro-6-(2,4,6-trichlorophenyl)benzene","2,2',3,4,4',5,6,6'-Octachlorobiphenyl",T3D0593,74472-52-9,harmful,2,1,,8.452828588666666,429.768,t3db_local
Clc1cc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc(Cl)c1Cl,"1,2,3,4,5-pentachloro-6-(3,4,5-trichlorophenyl)benzene","2,3,3',4,4',5,5',6-Octachlorobiphenyl",T3D0594,74472-53-0,harmful,2,1,,8.452828588666666,429.768,t3db_local
Clc1cc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,"1,2,3,4,5-pentachloro-6-(2,3,4,5-tetrachlorophenyl)benzene","2,2',3,3',4,4',5,5',6-Nonachlorobiphenyl",T3D0595,40186-72-9,harmful,2,1,,9.056873265,464.213,t3db_local
Clc1cc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,"1,2,3,4,5-pentachloro-6-(2,3,4,6-tetrachlorophenyl)benzene","2,2',3,3',4,4',5,6,6'-Nonachlorobiphenyl",T3D0596,52663-79-3,harmful,2,1,,9.056873265,464.213,t3db_local
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1Cl,"1,2,3,4,5-pentachloro-6-(2,3,5,6-tetrachlorophenyl)benzene","2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl",T3D0597,52663-77-1,harmful,2,1,,9.056873265,464.213,t3db_local
Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,"1,2,3,4,5-pentachloro-6-(pentachlorophenyl)benzene",Decachlorobiphenyl,T3D0598,2051-24-3,harmful,2,1,,9.660917941333334,498.658,t3db_local
CSc1ccc(C(c2ccc(SC)cc2)C(Cl)(Cl)Cl)cc1,"1-(methylsulfanyl)-4-{2,2,2-trichloro-1-[4-(methylsulfanyl)phenyl]ethyl}benzene",Methiochlor,T3D0616,19679-38-0,toxic,3,1,,6.505847323333334,377.779,t3db_local
CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,"ethyl 2,2-bis(4-chlorophenyl)-2-hydroxyacetate",Chlorbenzylate,T3D0617,510-15-6,toxic,3,1,,4.268338451333333,325.187,t3db_local
C1=Cc2cccc3cccc1c23,acenaphthylene,Acenaphthylene,T3D0618,208-96-8,toxic,3,1,,3.3293177919999994,152.1919,t3db_local
c1ccc2cc3ccccc3cc2c1,anthracene,Anthracene,T3D0619,120-12-7,toxic,3,1,,3.9521993293333337,178.2292,t3db_local
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,"hexacyclo[12.8.0.0^{2,11}.0^{3,8}.0^{4,21}.0^{17,22}]docosa-1(14),2,4,6,8,10,12,15,17(22),18,20-undecaene",Benzo[ghi]perylene,T3D0621,191-24-2,toxic,3,1,,5.605132388666666,276.3307,t3db_local
c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12,"pentacyclo[10.7.1.0^{2,11}.0^{3,8}.0^{16,20}]icosa-1(19),2(11),3,5,7,9,12,14,16(20),17-decaene",Benzo[j]fluoranthene,T3D0622,205-82-3,toxic,3,1,,5.273404237333333,252.3093,t3db_local
c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,coronene,Coronene,T3D0624,191-07-1,toxic,3,1,,5.93686054,300.3521,t3db_local
c1ccc2c(c1)Cc1ccccc1-2,9H-fluorene,Fluorene,T3D0625,86-73-7,toxic,3,1,,3.739019389,166.2185,t3db_local
c1ccc2cc3cc4ccccc4cc3cc2c1,tetracene,Tetracene,T3D0627,92-24-0,toxic,3,1,,4.941676085999999,228.2879,t3db_local
Cc1cccc2ccccc12,1-methylnaphthalene,1-Methylnaphthalene,T3D0628,90-12-0,toxic,3,1,,3.476143962,142.1971,t3db_local
c1ccc2cc3cc4cc5ccccc5cc4cc3cc2c1,pentacene,Pentacene,T3D0629,135-48-8,toxic,3,1,,5.931152842666667,278.3466,t3db_local
c1ccc2c(c1)c1ccccc1c1ccccc21,triphenylene,Triphenylene,T3D0630,217-59-4,toxic,3,1,,4.941676085999999,228.2879,t3db_local
c1cc2ccc3cc4ccc5ccc6ccc7cc8ccc1c1c2c3c2c4c5c6c7c2c81,ovalene,Ovalene,T3D0631,190-26-1,toxic,3,1,,7.589793599333333,398.4536,t3db_local
c1cc2ccc3cc4cccc5ccc6cc(c1)c2c3c6c54,"hexacyclo[11.7.1.1⁴,²⁰.0²,¹¹.0³,⁸.0¹⁷,²¹]docosa-1(20),2,4(22),5,7,9,11,13,15,17(21),18-undecaene",Anthanthrene,T3D0632,191-26-4,toxic,3,1,,5.605132388666666,276.3307,t3db_local
c1ccc2nc3ccccc3cc2c1,acridine,Acridine,T3D0633,260-94-6,toxic,3,1,,3.506227553666667,179.2173,t3db_local
c1ccc2ncccc2c1,quinoline,Quinoline,T3D0634,91-22-5,toxic,3,1,,2.1309004713333333,129.1586,t3db_local
c1ccc2cccc-2cc1,azulene,Azulene,T3D0635,275-51-4,toxic,3,1,,2.9627225726666664,128.1705,t3db_local
c1ccc2c(c1)ccc1c2ccc2c3ccccc3ccc21,picene,Picene,T3D0636,213-46-7,toxic,3,1,,5.931152842666667,278.3466,t3db_local
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,4-[2-(4-hydroxyphenyl)propan-2-yl]phenol,Bisphenol A,T3D0637,1980-05-07,toxic,3,1,,4.044975416000001,228.2863,t3db_local
CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Be+2].[Be+2].[Be+2].[Be+2].[O-2],tetraberyllium(2+) ion hexaacetate oxidandiide,Basic beryllium acetate,T3D0638,19049-40-2,toxic,3,1,,-0.2233457143333334,406.3122,t3db_local
CC(=O)O[Be]OC(C)=O,(acetyloxy)beryllio acetate,Beryllium acetate,T3D0639,543-81-7,toxic,3,1,,-0.1134,127.1002,t3db_local
Br[Be]Br,dibromoberyllium,Beryllium bromide,T3D0640,7787-46-4,toxic,3,1,,1.8702,168.82,t3db_local
O=C(O)O.[Be+2],beryllium(2+) ion carbonic acid,Beryllium carbonate,T3D0641,13106-47-3,toxic,3,1,,0.2500513656666666,71.0359,t3db_local
Cl[Be]Cl,dichloroberyllium,Beryllium chloride,T3D0642,7787-47-5,toxic,3,1,,1.2689999999999997,79.918,t3db_local
[BeH2].[Cu],beryllium copper,Beryllium copper,T3D0643,11133-98-5,very toxic,4,1,,0.0,72.558,t3db_local
F[Be]F,difluoroberyllium,Beryllium fluoride,T3D0644,7787-49-7,toxic,3,1,,0.685,47.009,t3db_local
[BeH2],beryllium dihydride,Beryllium hydride,T3D0645,7787-52-2,toxic,3,1,,-0.6519999999999999,11.0281,t3db_local
[Be+2].[OH-].[OH-],beryllium(2+) ion dihydroxide,Beryllium hydroxide,T3D0646,13327-32-7,toxic,3,1,,-0.6519999999999999,43.0269,t3db_local
I[Be]I,diiodoberyllium,Beryllium iodide,T3D0647,7787-53-3,toxic,3,1,,1.8672,262.8211,t3db_local
[Be]=O,oxoberyllium,Beryllium oxide,T3D0648,1304-56-9,toxic,3,1,,-0.3514,25.0116,t3db_local
[Be]=[Te],tellanylideneberyllium,Beryllium telluride,T3D0649,12232-27-8,toxic,3,1,,0.0,136.6,t3db_local
O=P([O-])([O-])O.[Be+2],beryllium(2+) ion hydrogen phosphate,Beryllium phosphate,T3D0650,13598-15-7,toxic,3,1,,-1.0201038226666663,104.9915,t3db_local
O=[N+]([O-])O[Be]O[N+](=O)[O-],(nitrooxy)beryllio nitrate,Beryllium nitrate,T3D0651,13597-99-4,toxic,3,1,,1.3384,133.022,t3db_local
O=S(=O)([O-])[O-].[Be+2],beryllium(2+) ion sulfate,Beryllium sulfate,T3D0652,13510-49-1,toxic,3,1,,-0.8415520233333333,105.075,t3db_local
CC(=O)[O-].CC(=O)[O-].[Co+2],λ²-cobalt(2+) ion diacetate,Cobalt(II) acetate,T3D0653,71-48-7,toxic,3,1,,-0.2233457143333334,177.0212,t3db_local
CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Co+3],cobalt(3+) ion triacetate,Cobalt(III) acetate,T3D0654,917-69-1,toxic,3,1,,-0.2233457143333334,236.0653,t3db_local
O=C([O-])[O-].[Co+2],λ²-cobalt(2+) ion carbonate,Cobalt(II) carbonate,T3D0655,513-79-10,toxic,3,1,,0.2500513656666666,118.9421,t3db_local
Br[Co]Br,dibromocobalt,Cobalt(II) bromide,T3D0658,7789-43-7,toxic,3,1,,1.4702000000000002,218.741,t3db_local
[Cl-].[Cl-].[Co+2],λ²-cobalt(2+) ion dichloride,Cobaltous chloride,T3D0659,7646-79-9,toxic,3,1,,0.6123387216666667,129.839,t3db_local
F[Co]F,difluorocobalt,Cobalt(II) fluoride,T3D0660,10026-17-2,toxic,3,1,,0.285,96.93,t3db_local
I[Co]I,diiodocobalt,Cobalt(II) iodide,T3D0661,15238-00-3,toxic,3,1,,1.4672,312.7421,t3db_local
[Co+2].[OH-].[OH-],λ²-cobalt(2+) ion dihydroxide,Cobalt(II) hydroxide,T3D0662,21041-93-0,toxic,3,1,,0.2299999999999999,92.9479,t3db_local
O=C(O[Co]OC(=O)c1ccc2ccccc2c1)c1ccc2ccccc2c1,(naphthalene-2-carbonyloxy)cobaltio naphthalene-2-carboxylate,Cobalt(II) naphthenate,T3D0663,61789-51-3,toxic,3,1,,6.1518,401.2774,t3db_local
CCc1c(C)c2cc3nc(cc4nc(cc5[nH]c(cc1[n-]2)c(C)c5CC)C(C)=C4CCC(=O)O)C(CCC(=O)[O-])=C3C.[Co+2],"λ²-cobalt(2+) ion 10-(2-carboxyethyl)-14-(2-carboxylatoethyl)-5,20-diethyl-4,9,15,19-tetramethyl-21,22,23,24-tetraazapentacyclo[16.2.1.1³,⁶.1⁸,¹¹.1¹³,¹⁶]tetracosa-1,3,5,7,9,11(23),12,14,16(22),17,19-undecaen-21-ide",Cobalt(II) mesoporphyrin,T3D0664,21158-51-0,toxic,3,1,,7.291282615229872,623.6072,t3db_local
O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Co+2],λ²-cobalt(2+) ion dinitrate,Cobalt(II) nitrate,T3D0665,10141-05-6,toxic,3,1,,0.0284137636666666,182.943,t3db_local
O=[Co],oxocobalt,Cobalt(II) oxide,T3D0666,1307-96-6,toxic,3,1,,-0.7514000000000001,74.9326,t3db_local
[Co+3].[Co+3].[O-2].[O-2].[O-2],dicobalt(3+) ion trioxidandiide,Cobalt(III) oxide,T3D0667,1308-04-9,toxic,3,1,,0.2299999999999999,165.8646,t3db_local
[Co+2].[Co+3].[Co+3].[O-2].[O-2].[O-2].[O-2],dicobalt(3+) ion λ²-cobalt(2+) ion tetraoxidandiide,"Cobalt(II, III) oxide",T3D0668,1308-06-1,toxic,3,1,,0.2299999999999999,240.7972,t3db_local
O=S(=O)([O-])[O-].[Co+2],λ²-cobalt(2+) ion sulfate,Cobalt sulfate,T3D0669,10124-43-3,toxic,3,1,,-0.8415520233333333,154.996,t3db_local
F[Co](F)F,trifluorocobalt,Cobalt(III) fluoride,T3D0670,10026-18-3,toxic,3,1,,0.2775000000000001,115.9284,t3db_local
C1=CC([Co]C2C=CC=C2)C=C1,"bis(cyclopenta-2,4-dien-1-yl)cobalt",Cobaltocene,T3D0671,1277-43-6,toxic,3,1,,1.5712000000000002,189.1196,t3db_local
CC1=C2N3[C@@H]4[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@H](O[C@@H]2CO)n2c[n+](c5cc(C)c(C)cc52)[Co-3]325(C[C@H]3O[C@@H](n6cnc7c(N)ncnc76)[C@H](O)[C@@H]3O)[N+]3=C1[C@@H](CCC(N)=O)C(C)(C)C3=CC1=[N+]2C(=C(C)C2=[N+]5[C@]4(C)[C@@](C)(CC(N)=O)[C@@H]2CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]1CCC(N)=O,"(10S,12R,13S,17R,23R,24R,25R,30S,35S,36S,40S,41S,42R,46R)-1-{[(2S,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl}-30,35,40-tris(2-carbamoylethyl)-24,36,41-tris(carbamoylmethyl)-46-hydroxy-12-(hydroxymethyl)-5,6,17,23,28,31,31,36,38,41,42-undecamethyl-15,20-dioxo-11,14,16-trioxa-2lambda5,9,19,26,43lambda5,44lambda5,45lambda5-heptaaza-15lambda5-phospha-1-cobaltadodecacyclo[27.14.1.1^{1,34}.1^{2,9}.1^{10,13}.0^{1,26}.0^{3,8}.0^{23,27}.0^{25,42}.0^{32,44}.0^{39,43}.0^{37,45}]heptatetraconta-2(47),3,5,7,27,29(44),32,34(45),37,39(43)-decaene-2,43,44,45-tetrakis(ylium)-1,1,1-triuid-15-olate",Adenosylcobalamin,T3D0672,13870-90-1,toxic,3,1,,-14.52923067663249,1579.5818,t3db_local
